,State_FIPS_Code,County_FIPS_Code,Diabetes_x,CHSI_County_Name_x,CHSI_State_Name_x,CHSI_State_Abbr_x,Strata_ID_Number_x,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic,CHSI_County_Name_y,CHSI_State_Name_y,CHSI_State_Abbr_y,Strata_ID_Number_y,No_Exercise,CI_Min_No_Exercise,CI_Max_No_Exercise,Few_Fruit_Veg,CI_Min_Fruit_Veg,CI_Max_Fruit_Veg,Obesity,CI_Min_Obesity,CI_Max_Obesity,High_Blood_Pres,CI_Min_High_Blood_Pres,CI_Max_High_Blood_Pres,Smoker,CI_Min_Smoker,CI_Max_Smoker,Diabetes_y,CI_Min_Diabetes,CI_Max_Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,CHSI_County_Name_x,CHSI_State_Name_x,CHSI_State_Abbr_x,Strata_ID_Number_x,FluB_Rpt,FluB_Ind,FluB_Exp,HepA_Rpt,HepA_Ind,HepA_Exp,HepB_Rpt,HepB_Ind,HepB_Exp,Meas_Rpt,Meas_Ind,Meas_Exp,Pert_Rpt,Pert_Ind,Pert_Exp,CRS_Rpt,CRS_Ind,CRS_Exp,Syphilis_Rpt,Syphilis_Ind,Syphilis_Exp,ID_Time_Span,Pap_Smear,CI_Min_Pap_Smear,CI_Max_Pap_Smear,Mammogram,CI_Min_Mammogram,CI_Max_Mammogram,Proctoscopy,CI_Min_Proctoscopy,CI_Max_Proctoscopy,Pneumo_Vax,CI_Min_Pneumo_Vax,CI_Max_Pneumo_Vax,Flu_Vac,CI_Min_Flu_Vac,CI_Max_Flu_Vac,CHSI_County_Name_y,CHSI_State_Name_y,CHSI_State_Abbr_y,Strata_ID_Number_y,RHI_LBW_Ind,RHI_VLBW_Ind,RHI_Premature_Ind,RHI_Under_18_Ind,RHI_Over_40_Ind,RHI_Unmarried_Ind,RHI_Late_Care_Ind,RHI_Infant_Mortality_Ind,RHI_IM_Wh_Non_Hisp_Ind,RHI_IM_Bl_Non_Hisp_Ind,RHI_IM_Hisp_Ind,RHI_IM_Neonatal_Ind,RHI_IM_Postneonatal_Ind,RHI_Brst_Cancer_Ind,RHI_Col_Cancer_Ind,RHI_CHD_Ind,RHI_Homicide_Ind,RHI_Lung_Cancer_Ind,RHI_MVA_Ind,RHI_Stroke_Ind,RHI_Suicide_Ind,RHI_Injury_Ind,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
419,13,241,7.7,Rabun,Georgia,GA,60,"frontier status, population size, poverty, age, population density",48,16087,10534,24055,43,30,71,12.1,9.4,12.9,22.2,20.7,25.5,59.5,57.3,62.3,16.4,11.8,16.9,1.9,1.5,3.5,97.2,84.7,98.8,1.3,0.3,14.2,0.4,0.1,1.0,0.5,0.2,0.7,7.1,0.8,4.5,Rabun,Georgia,GA,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.8,10.2,29.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.7,1.8,13.7,2266,2616,443,49.7,18.6,1,1,Rabun,Georgia,GA,60,0,3,0,4,4,6,0,3,1,0,3,0,1,3,4,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Rabun,Georgia,GA,60,7,5,5,8,7,5,7,5,5,-1,-1,5,8,5,6,5,8,5,8,5,5,7,Rabun,Georgia,GA,60,2804,352,564,1012,801,2,3,1,15,3,19,3,3,3,1069,1,1,1,1,1,1,1994-2003
420,13,245,9.3,Richmond,Georgia,GA,7,"frontier status, population size, poverty",33,195769,125339,247571,604,37,604,18.6,16.3,20.8,29.0,26.3,31.7,60.0,57.0,61.4,9.8,7.7,13.1,1.2,1.0,1.9,43.7,43.7,93.0,52.7,2.4,52.5,0.3,0.2,5.3,1.7,0.6,3.0,2.6,1.4,54.6,Richmond,Georgia,GA,7,30.6,27.1,34.1,77.8,73.6,81.9,27.7,24.3,31.2,28.7,24.1,33.2,27.3,23.8,30.8,9.3,7.3,11.3,34098,20150,6218,153.8,111.9,2,2,Richmond,Georgia,GA,7,8,4,6,18,3,24,21,4,24,0,3,0,1,3,12,0,3,0,45,4,24,2001-2003,87.5,84.4,90.5,82.9,77.6,88.2,45.6,38.8,52.4,66.2,58.2,74.2,67.0,59.4,74.6,Richmond,Georgia,GA,7,8,8,6,8,5,8,6,8,6,5,8,8,8,8,8,6,8,8,6,8,8,5,Richmond,Georgia,GA,7,26394,6444,5305,11316,10262,2,3,12,189,4,113,63,4,107,11253898,1,1,1,2,1,1,2001-2003
421,13,247,11.6,Rockdale,Georgia,GA,46,"frontier status, population size, poverty, age, population density",26,78545,69778,137004,601,195,529,10.9,4.6,10.0,27.9,25.3,29.2,62.9,61.6,65.3,8.4,5.2,10.9,0.9,0.7,1.8,62.2,68.5,97.3,34.4,1.1,27.2,0.3,0.1,0.4,2.1,0.5,3.6,8.5,0.9,6.3,Rockdale,Georgia,GA,46,21.5,14.6,28.3,73.0,63.2,82.8,22.9,15.8,30.1,-1111.1,-1111.1,-1111.1,17.1,9.9,24.4,11.6,6.0,17.2,9397,6544,1258,86.6,36.9,1,2,Rockdale,Georgia,GA,46,3,3,4,16,4,7,13,4,7,0,3,0,3,3,14,0,3,0,5,4,4,1999-2003,91.9,85.3,98.4,92.9,86.9,98.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Rockdale,Georgia,GA,46,7,7,7,8,5,8,8,5,5,5,7,5,5,6,6,5,7,8,5,8,5,7,Rockdale,Georgia,GA,46,8762,2261,1759,4609,4062,2,3,4,72,4,50,34,4,14,11366,1,1,1,2,1,1,1999-2003
422,13,251,12.7,Screven,Georgia,GA,67,"frontier status, population size, poverty, age, population density",31,15430,8756,21398,24,20,28,18.5,17.4,27.9,27.6,23.6,30.0,58.2,57.9,62.5,12.3,9.2,13.0,1.9,1.3,2.1,54.8,37.4,80.1,44.4,18.4,61.5,0.3,0.1,1.0,0.5,0.2,0.9,1.2,0.8,10.0,Screven,Georgia,GA,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,4.5,22.9,12.7,4.1,21.2,2731,1985,481,25.9,25.9,2,1,Screven,Georgia,GA,67,0,3,0,0,3,5,3,3,5,0,3,0,0,3,2,0,3,0,6,3,18,1994-2003,82.8,72.9,92.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Screven,Georgia,GA,67,8,8,6,6,7,8,8,8,8,8,-1,8,6,8,8,6,6,8,6,8,8,5,Screven,Georgia,GA,67,3256,392,514,911,808,0,3,0,33,4,24,3,3,9,944,1,1,1,1,1,1,1994-2003
423,13,253,8.7,Seminole,Georgia,GA,76,"frontier status, population size, poverty, age, population density",38,9226,9226,23786,39,24,42,20.8,16.7,23.3,26.2,24.8,29.5,57.7,56.1,60.6,14.2,11.1,14.3,1.9,1.6,2.6,66.2,48.3,91.8,33.4,4.4,50.9,0.2,0.0,2.0,0.2,0.2,0.7,3.4,0.9,12.1,Seminole,Georgia,GA,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.7,2.8,14.5,1965,1473,332,97.6,43.4,2,2,Seminole,Georgia,GA,76,2,4,0,3,4,4,4,4,3,0,3,0,0,3,1,0,3,0,5,3,9,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Seminole,Georgia,GA,76,8,8,6,8,7,8,8,8,8,5,-1,8,6,6,8,6,-1,5,8,8,-1,7,Seminole,Georgia,GA,76,1943,231,238,552,465,0,3,0,27,4,17,50,4,7,-2222,1,1,1,1,1,1,1994-2003
424,13,255,4.5,Spalding,Georgia,GA,23,"frontier status, population size, poverty, age",37,61289,56580,94249,310,25,238,16.3,11.4,16.6,28.0,25.0,29.3,60.4,58.0,63.1,10.3,8.4,12.6,1.2,0.9,2.0,65.8,65.5,95.7,32.4,1.1,32.8,0.2,0.2,3.9,0.9,0.4,1.7,2.3,1.6,33.4,Spalding,Georgia,GA,23,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.7,17.8,35.6,4.5,0.7,8.3,9174,6864,2072,73.4,27.7,1,2,Spalding,Georgia,GA,23,4,4,0,14,4,9,13,4,9,0,3,0,1,3,6,0,3,0,3,3,3,1999-2003,83.2,74.4,92.0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Spalding,Georgia,GA,23,8,8,8,8,5,8,5,8,8,8,-1,8,8,8,8,5,8,8,6,8,8,5,Spalding,Georgia,GA,23,12648,2117,1589,3578,3053,1,3,3,42,4,50,24,4,24,131881,1,1,1,1,1,1,1999-2003
425,13,257,15.1,Stephens,Georgia,GA,50,"frontier status, population size, poverty, age, population density",27,25060,27028,48148,140,56,140,15.6,13.7,16.2,24.8,20.8,25.3,59.1,56.8,63.8,13.8,11.6,16.2,2.3,1.7,3.3,86.2,70.1,98.4,12.0,0.3,28.8,0.3,0.1,0.5,0.8,0.2,1.9,1.5,0.6,3.1,Stephens,Georgia,GA,50,33.9,24.4,43.3,-1111.1,-1111.1,-1111.1,26.9,17.9,35.9,-1111.1,-1111.1,-1111.1,24.8,15.9,33.7,15.1,7.9,22.3,3482,4425,1120,83.8,27.9,2,2,Stephens,Georgia,GA,50,2,4,0,6,4,3,3,4,3,0,3,0,0,3,1,0,3,0,4,4,1,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Stephens,Georgia,GA,50,6,5,6,8,5,5,5,5,5,-1,-1,5,6,8,8,5,-1,6,8,8,6,7,Stephens,Georgia,GA,50,4821,777,772,1529,1297,2,4,1,46,4,20,12,4,6,191849,1,1,1,1,1,1,1999-2003
426,13,261,9.3,Sumter,Georgia,GA,52,"frontier status, population size, poverty, age, population density",40,32912,25732,47941,68,46,68,20.8,16.2,26.3,29.0,22.0,29.1,58.0,58.1,63.2,10.9,9.2,13.2,2.1,1.1,1.8,49.0,32.9,98.6,49.8,0.6,66.3,0.3,0.1,2.1,0.6,0.1,0.8,3.5,0.6,13.8,Sumter,Georgia,GA,52,29.2,21.4,37.0,81.0,72.4,89.5,25.6,17.9,33.3,-1111.1,-1111.1,-1111.1,25.8,15.8,35.7,9.3,4.2,14.4,5966,3597,953,57.7,33.4,1,2,Sumter,Georgia,GA,52,2,4,0,2,3,3,1,3,3,0,3,0,1,4,2,0,3,0,4,4,5,1999-2003,90.7,83.7,97.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Sumter,Georgia,GA,52,8,6,8,8,5,8,8,8,8,5,-1,8,8,8,5,6,8,6,6,8,5,7,Sumter,Georgia,GA,52,6094,1023,1024,1902,1718,0,3,0,46,4,32,51,4,15,447110,1,1,1,1,1,1,1999-2003
427,13,267,10.9,Tattnall,Georgia,GA,44,"frontier status, population size, poverty, age",33,23211,10108,25122,48,28,80,21.8,15.7,24.5,24.2,20.2,25.2,64.9,61.8,66.8,9.6,10.2,12.9,1.3,1.2,1.8,69.2,50.2,99.2,29.6,0.2,49.2,0.3,0.0,0.4,0.5,0.1,0.8,11.8,0.7,3.9,Tattnall,Georgia,GA,44,32.6,23.2,41.9,-1111.1,-1111.1,-1111.1,27.2,17.8,36.6,-1111.1,-1111.1,-1111.1,23.6,15.1,32.0,10.9,5.0,16.8,3854,2504,726,30.2,4.3,1,1,Tattnall,Georgia,GA,44,3,4,0,9,4,4,22,4,4,0,3,0,0,3,2,0,3,0,5,4,2,1994-2003,88.0,79.7,96.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Tattnall,Georgia,GA,44,8,8,5,8,5,8,8,8,5,8,5,8,6,8,6,6,8,6,6,8,8,5,Tattnall,Georgia,GA,44,5144,574,724,1424,1235,0,3,2,38,4,26,12,4,11,0,1,1,1,1,1,1,1994-2003
428,13,271,12.0,Telfair,Georgia,GA,76,"frontier status, population size, poverty, age, population density",38,13205,9226,23786,30,24,42,23.1,16.7,23.3,21.3,24.8,29.5,66.1,56.1,60.6,11.1,11.1,14.3,1.6,1.6,2.6,57.4,48.3,91.8,42.1,4.4,50.9,0.0,0.0,2.0,0.3,0.2,0.7,3.2,0.9,12.1,Telfair,Georgia,GA,76,52.4,43.6,61.2,-1111.1,-1111.1,-1111.1,26.1,18.6,33.5,-1111.1,-1111.1,-1111.1,22.3,14.7,29.9,12.0,6.9,17.0,2227,1747,539,30.3,22.7,2,2,Telfair,Georgia,GA,76,0,3,0,3,4,5,2,3,4,0,3,0,0,3,1,0,3,0,2,3,12,1994-2003,79.9,71.7,88.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Telfair,Georgia,GA,76,8,6,8,8,7,6,6,6,5,8,-1,8,5,8,8,8,-1,8,6,8,8,7,Telfair,Georgia,GA,76,3279,345,438,839,713,0,3,0,31,4,21,21,4,9,-2222,1,1,1,1,1,1,1994-2003
429,13,275,10.1,Thomas,Georgia,GA,53,"frontier status, population size, poverty, age, population density",27,44692,27274,46428,82,70,154,16.9,17.3,25.8,26.4,22.6,28.8,59.6,58.6,64.3,11.9,8.7,12.9,2.2,1.1,1.8,60.4,43.5,98.3,38.2,0.6,55.7,0.2,0.1,0.4,0.5,0.3,1.4,1.8,0.5,10.1,Thomas,Georgia,GA,53,37.3,30.2,44.4,78.4,71.6,85.2,27.9,22.0,33.9,-1111.1,-1111.1,-1111.1,22.3,16.2,28.3,10.1,5.0,15.2,7527,6204,1843,102.9,35.8,1,2,Thomas,Georgia,GA,53,2,4,0,6,4,2,3,3,4,0,3,0,2,4,0,0,3,0,0,3,9,1999-2003,85.5,80.1,90.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Thomas,Georgia,GA,53,8,8,6,8,7,8,6,6,5,8,-1,6,6,6,5,5,5,6,6,8,8,5,Thomas,Georgia,GA,53,7705,1040,1535,2671,2289,0,3,0,96,4,47,45,4,17,6611,1,1,1,1,1,1,1999-2003
430,13,277,9.7,Tift,Georgia,GA,53,"frontier status, population size, poverty, age, population density",27,40793,27274,46428,154,70,154,18.1,17.3,25.8,28.7,22.6,28.8,59.7,58.6,64.3,10.3,8.7,12.9,1.4,1.1,1.8,70.2,43.5,98.3,27.8,0.6,55.7,0.2,0.1,0.4,1.4,0.3,1.4,10.1,0.5,10.1,Tift,Georgia,GA,53,33.3,26.6,39.9,79.8,72.4,87.2,30.3,23.7,37.0,28.8,19.7,37.9,17.5,12.3,22.7,9.7,5.7,13.8,7537,4512,1159,100.5,27.0,2,2,Tift,Georgia,GA,53,0,3,0,6,4,2,5,4,4,0,3,0,0,3,0,0,3,0,37,4,8,1999-2003,78.8,71.6,85.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Tift,Georgia,GA,53,8,8,6,8,5,8,8,6,5,8,-1,8,6,6,6,6,8,6,6,6,6,5,Tift,Georgia,GA,53,8116,1032,1060,2368,2123,0,3,0,68,4,43,56,4,16,83082,1,1,1,1,1,1,1999-2003
431,13,279,13.4,Toombs,Georgia,GA,53,"frontier status, population size, poverty, age, population density",27,27274,27274,46428,74,70,154,21.1,17.3,25.8,28.8,22.6,28.8,58.7,58.6,64.3,11.0,8.7,12.9,1.6,1.1,1.8,73.8,43.5,98.3,25.1,0.6,55.7,0.2,0.1,0.4,0.6,0.3,1.4,11.0,0.5,10.1,Toombs,Georgia,GA,53,28.0,20.6,35.4,83.1,73.3,92.8,24.8,17.6,32.0,-1111.1,-1111.1,-1111.1,29.6,20.8,38.4,13.4,7.4,19.5,5925,3304,1089,99.0,36.7,2,2,Toombs,Georgia,GA,53,1,4,0,1,3,1,2,3,3,0,3,0,0,3,0,0,3,0,2,4,5,1999-2003,77.4,68.7,86.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Toombs,Georgia,GA,53,6,5,6,8,7,8,8,6,6,5,-1,5,8,5,6,5,8,8,8,8,5,5,Toombs,Georgia,GA,53,5616,819,908,1578,1368,0,3,0,70,4,29,23,4,10,26,1,1,1,1,1,1,1999-2003
432,13,281,4.7,Towns,Georgia,GA,60,"frontier status, population size, poverty, age, population density",48,10315,10534,24055,62,30,71,12.1,9.4,12.9,18.7,20.7,25.5,54.7,57.3,62.3,23.9,11.8,16.9,2.7,1.5,3.5,98.0,84.7,98.8,1.2,0.3,14.2,0.2,0.1,1.0,0.4,0.2,0.7,1.4,0.8,4.5,Towns,Georgia,GA,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.7,0.0,10.9,1101,2422,308,58.2,9.7,2,2,Towns,Georgia,GA,60,5,4,0,0,3,4,1,3,1,0,3,0,0,3,3,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Towns,Georgia,GA,60,5,5,5,8,5,5,5,5,5,-1,-1,5,8,8,5,5,-1,5,6,5,8,5,Towns,Georgia,GA,60,1893,195,366,678,530,0,3,1,14,4,11,10,4,2,-2222,1,1,1,1,1,1,1994-2003
433,13,283,11.2,Treutlen,Georgia,GA,76,"frontier status, population size, poverty, age, population density",38,6753,9226,23786,34,24,42,22.0,16.7,23.3,26.5,24.8,29.5,59.4,56.1,60.6,12.5,11.1,14.3,1.6,1.6,2.6,67.0,48.3,91.8,32.4,4.4,50.9,0.0,0.0,2.0,0.5,0.2,0.7,1.6,0.9,12.1,Treutlen,Georgia,GA,76,27.8,18.4,37.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.9,11.3,26.6,11.2,5.9,16.6,1336,777,277,29.6,29.6,1,1,Treutlen,Georgia,GA,76,0,3,0,0,3,3,0,3,2,0,3,0,0,3,1,0,3,0,1,3,7,1994-2003,90.4,83.4,97.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Treutlen,Georgia,GA,76,6,6,5,8,7,6,5,6,8,-1,-1,5,8,-1,5,5,-1,6,6,6,-1,5,Treutlen,Georgia,GA,76,1652,205,271,404,357,0,3,0,6,3,12,0,3,5,-2222,1,1,1,1,1,1,1994-2003
434,13,285,9.9,Troup,Georgia,GA,23,"frontier status, population size, poverty, age",37,62015,56580,94249,150,25,238,15.2,11.4,16.6,28.1,25.0,29.3,60.1,58.0,63.1,10.0,8.4,12.6,1.7,0.9,2.0,65.5,65.5,95.7,32.8,1.1,32.8,0.1,0.2,3.9,1.0,0.4,1.7,2.3,1.6,33.4,Troup,Georgia,GA,23,27.1,18.9,35.3,78.8,68.9,88.7,23.2,15.8,30.6,-1111.1,-1111.1,-1111.1,23.2,15.6,30.9,9.9,5.2,14.6,8813,7529,1900,58.1,35.5,2,2,Troup,Georgia,GA,23,1,3,0,7,3,9,8,3,9,0,3,0,1,3,6,0,3,0,3,3,3,1999-2003,81.2,71.6,90.7,86.7,77.8,95.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Troup,Georgia,GA,23,8,8,8,8,5,8,5,8,8,5,-1,8,8,8,8,6,8,6,6,8,8,5,Troup,Georgia,GA,23,10592,2166,1892,3622,3173,0,3,3,91,4,51,5,3,24,297165,1,1,1,1,1,1,1999-2003
435,13,291,8.9,Union,Georgia,GA,65,"frontier status, population size, poverty, age, population density",30,19782,12646,25965,61,49,87,12.8,12.7,15.2,19.7,20.0,25.0,57.7,58.2,62.7,20.3,11.8,17.7,2.3,1.5,2.6,98.0,75.6,98.3,1.2,0.6,23.4,0.2,0.1,0.5,0.3,0.1,0.5,1.0,0.9,4.0,Union,Georgia,GA,65,19.4,12.3,26.5,-1111.1,-1111.1,-1111.1,26.5,17.3,35.8,-1111.1,-1111.1,-1111.1,15.5,8.9,22.1,8.9,3.8,13.9,2406,3936,588,65.7,15.2,1,2,Union,Georgia,GA,65,12,4,2,6,4,3,6,4,3,0,3,0,1,3,3,0,3,0,0,3,3,1994-2003,82.2,73.0,91.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Union,Georgia,GA,65,5,5,5,6,7,5,5,8,8,-1,-1,8,8,5,6,5,-1,6,6,6,6,5,Union,Georgia,GA,65,3706,397,653,1282,1008,0,3,2,20,4,21,2,3,7,-2222,1,1,1,1,1,1,1994-2003
436,13,295,8.2,Walker,Georgia,GA,19,"frontier status, population size, poverty, age",37,63890,53919,98288,143,36,280,14.1,10.3,13.9,24.1,22.3,25.7,62.2,60.4,65.8,12.2,8.2,13.2,1.5,1.1,2.3,94.6,77.6,97.5,4.1,0.4,20.7,0.2,0.2,2.1,0.4,0.5,2.5,1.3,0.8,4.6,Walker,Georgia,GA,19,30.6,24.4,36.7,83.1,76.0,90.2,26.0,19.6,32.3,28.1,19.4,36.8,30.5,23.9,37.1,8.2,4.6,11.7,7490,9408,2183,20.3,12.5,2,1,Walker,Georgia,GA,19,1,3,3,10,4,6,11,4,6,0,3,0,0,3,12,0,3,0,3,4,0,1999-2003,76.1,68.3,84.0,76.7,68.0,85.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Walker,Georgia,GA,19,8,8,8,8,5,7,5,8,8,-1,-1,8,8,8,6,8,7,8,6,8,5,7,Walker,Georgia,GA,19,14454,1608,2632,3925,3233,6,4,6,40,4,46,3,3,12,85453,1,1,1,1,1,1,1999-2003
437,13,297,6.0,Walton,Georgia,GA,20,"frontier status, population size, poverty, age",32,75647,63024,109206,230,34,196,10.6,9.4,13.7,27.3,24.6,28.4,62.2,59.4,64.2,9.3,8.0,12.0,1.2,0.8,2.3,83.5,72.7,96.9,14.5,0.7,21.5,0.3,0.3,8.2,1.0,0.4,1.5,2.5,2.0,13.6,Walton,Georgia,GA,20,26.4,21.0,31.8,76.8,69.6,84.0,27.0,21.5,32.5,26.1,17.8,34.5,25.9,20.3,31.6,6.0,3.6,8.4,7351,7152,1538,44.9,9.3,2,2,Walton,Georgia,GA,20,2,4,0,14,4,10,15,4,10,0,3,0,2,3,6,0,3,0,0,3,3,1999-2003,84.9,78.9,90.9,88.9,82.6,95.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Walton,Georgia,GA,20,7,8,8,8,7,5,7,5,5,5,-1,5,5,7,5,8,7,6,8,8,6,5,Walton,Georgia,GA,20,12960,1679,1708,4458,3795,2,3,13,37,3,45,19,4,22,35682,1,1,1,1,1,1,1999-2003
438,13,299,13.1,Ware,Georgia,GA,36,"frontier status, population size, poverty, age",23,34492,26383,48687,38,24,60,18.9,15.8,23.3,26.1,25.0,26.8,58.6,57.7,60.2,13.1,11.6,14.9,2.3,1.6,2.4,71.6,58.3,93.9,27.3,0.4,40.6,0.2,0.2,20.2,0.5,0.2,0.7,2.7,1.1,17.6,Ware,Georgia,GA,36,36.2,29.3,43.2,71.1,61.8,80.3,33.7,26.4,41.0,34.9,25.0,44.9,25.4,18.6,32.2,13.1,7.9,18.3,6258,5373,1763,101.5,34.8,1,2,Ware,Georgia,GA,36,0,3,0,3,3,11,8,4,9,0,3,0,0,3,2,0,3,0,4,4,4,1999-2003,83.2,77.2,89.2,79.8,71.3,88.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Ware,Georgia,GA,36,5,5,5,8,5,8,5,6,6,5,-1,5,6,5,5,6,8,6,6,6,8,7,Ware,Georgia,GA,36,6698,879,1561,2067,1751,0,3,7,158,4,32,41,4,21,257922,1,1,1,1,1,1,1999-2003
439,13,303,12.8,Washington,Georgia,GA,68,"frontier status, population size, poverty, age, population density",34,20118,8909,23299,30,27,35,19.5,17.0,28.4,26.7,24.1,31.3,59.8,57.5,63.1,11.6,9.9,12.7,1.9,1.0,2.0,46.1,36.4,99.2,53.3,0.3,62.7,0.2,0.0,0.7,0.3,0.0,0.5,0.7,0.6,5.7,Washington,Georgia,GA,68,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.8,5.0,20.5,3431,2494,671,59.6,14.9,1,2,Washington,Georgia,GA,68,2,4,0,0,3,6,7,4,6,0,3,0,0,3,2,0,3,0,4,3,17,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,Washington,Georgia,GA,68,8,6,8,8,7,8,5,8,8,7,-1,8,6,5,6,5,6,6,6,6,6,5,Washington,Georgia,GA,68,4144,588,575,1198,1032,9,4,0,32,4,35,9,4,12,0,1,1,1,1,1,1,1994-2003
